# Column 1: Channel Number, Column 2: Azimuth, Column 3: Zenith, Column 4: pixel (1st maximum), Column 5: pixel (2nd maximum), Column 6: pixel (3rd maximum)
      1.00000     0.000000     0.000000      893.000      894.000      892.000
      2.00000      180.000      12.0000      162.000      163.000      161.000
      3.00000      90.0000      12.0000      402.000      403.000      401.000
      4.00000      360.000      12.0000      597.000      596.000      598.000
      5.00000      270.000      12.0000      24.0000      25.0000      23.0000
      6.00000      180.000      24.0000      858.000      859.000      857.000
      7.00000      135.000      24.0000      872.000      871.000      873.000
      8.00000      90.0000      24.0000      611.000      612.000      610.000
      9.00000      45.0000      24.0000      176.000      177.000      175.000
      10.0000      360.000      24.0000      787.000      788.000      786.000
      11.0000      315.000      24.0000      619.000      618.000      620.000
      12.0000      270.000      24.0000          NaN          NaN          NaN
      13.0000      225.000      24.0000      742.000      743.000      741.000
      14.0000      180.000      36.0000      472.000      473.000      474.000
      15.0000      150.000      36.0000      568.000      567.000      569.000
      16.0000      120.000      36.0000      523.000      524.000      522.000
      17.0000      90.0000      36.0000      669.000      670.000      668.000
      18.0000      60.0000      36.0000      251.000      250.000      252.000
      19.0000      30.0000      36.0000      155.000      154.000      156.000
      20.0000      360.000      36.0000      836.000      835.000      837.000
      21.0000      330.000      36.0000      480.000      479.000      481.000
      22.0000      300.000      36.0000          NaN          NaN          NaN
      23.0000      270.000      36.0000      516.000      517.000      515.000
      24.0000      240.000      36.0000      908.000      907.000      909.000
      25.0000      210.000      36.0000      213.000      212.000      214.000
      26.0000      180.000      48.0000      647.000      648.000      649.000
      27.0000      157.500      48.0000      360.000      359.000      361.000
      28.0000      135.000      48.0000      973.000      972.000      974.000
      29.0000      112.500      48.0000      295.000      294.000      296.000
      30.0000      90.0000      48.0000      530.000      531.000      532.000
      31.0000      67.5000      48.0000      323.000      324.000      322.000
      32.0000      45.0000      48.0000      560.000      561.000      559.000
      33.0000      22.5000      48.0000      766.000      767.000      765.000
      34.0000      360.000      48.0000      395.000      394.000      396.000
      35.0000      337.500      48.0000      698.000      699.000      697.000
      36.0000      315.000      48.0000      352.000      353.000      351.000
      37.0000      292.500      48.0000      437.000      438.000      436.000
      38.0000      270.000      48.0000      416.000      417.000      415.000
      39.0000      247.500      48.0000      288.000      287.000      289.000
      40.0000      225.000      48.0000      662.000      663.000      661.000
      41.0000      202.500      48.0000      409.000      410.000      408.000
      42.0000      180.000      60.0000      465.000      466.000      464.000
      43.0000      162.000      60.0000          NaN          NaN          NaN
      44.0000      144.000      60.0000      46.0000      45.0000      47.0000
      45.0000      126.000      60.0000      546.000      547.000      545.000
      46.0000      108.000      60.0000      494.000      495.000      496.000
      47.0000      90.0000      60.0000      1001.00      1002.00      1000.00
      48.0000      72.0000      60.0000      75.0000      76.0000      74.0000
      49.0000      54.0000      60.0000          NaN          NaN          NaN
      50.0000      36.0000      60.0000      112.000      111.000      113.000
      51.0000      18.0000      60.0000      574.000      575.000      576.000
      52.0000      360.000      60.0000      338.000      337.000      339.000
      53.0000      342.000      60.0000      640.000      639.000      641.000
      54.0000      324.000      60.0000      994.000      993.000      995.000
      55.0000      306.000      60.0000      987.000      986.000      988.000
      56.0000      288.000      60.0000      801.000      802.000      800.000
      57.0000      270.000      60.0000      582.000      583.000      581.000
      58.0000      252.000      60.0000      928.000      929.000      930.000
      59.0000      234.000      60.0000      843.000      844.000      845.000
      60.0000      216.000      60.0000      814.000      815.000      816.000
      61.0000      198.000      60.0000      126.000      127.000      125.000
      62.0000      180.000      72.0000      780.000      781.000      779.000
      63.0000      165.000      72.0000      316.000      317.000      315.000
      64.0000      150.000      72.0000      119.000      120.000      118.000
      65.0000      135.000      72.0000      654.000      655.000      656.000
      66.0000      120.000      72.0000      553.000      554.000      552.000
      67.0000      105.000      72.0000      302.000      301.000      303.000
      68.0000      90.0000      72.0000      388.000      387.000      389.000
      69.0000      75.0000      72.0000      509.000      510.000      508.000
      70.0000      60.0000      72.0000      538.000      537.000      539.000
      71.0000      45.0000      72.0000      625.000      626.000      627.000
      72.0000      30.0000      72.0000      807.000      808.000      809.000
      73.0000      15.0000      72.0000      444.000      445.000      443.000
      74.0000      360.000      72.0000      589.000      590.000      591.000
      75.0000      345.000      72.0000      712.000      713.000      711.000
      76.0000      330.000      72.0000      451.000      452.000      450.000
      77.0000      315.000      72.0000      345.000      344.000      346.000
      78.0000      300.000      72.0000      367.000      366.000      368.000
      79.0000      285.000      72.0000      719.000      720.000      718.000
      80.0000      270.000      72.0000      980.000      981.000      979.000
      81.0000      255.000      72.0000      921.000      922.000      923.000
      82.0000      240.000      72.0000      727.000      726.000      728.000
      83.0000      225.000      72.0000      82.0000      83.0000      81.0000
      84.0000      210.000      72.0000      458.000      459.000      457.000
      85.0000      195.000      72.0000      39.0000      38.0000      40.0000
      86.0000      180.000      84.0000      243.000      242.000      244.000
