# Column 1: Channel Number, Column 2: Azimuth, Column 3: Zenith, Column 4: pixel (1st maximum), Column 5: pixel (2nd maximum), Column 6: pixel (3rd maximum)
      87.0000      167.100      84.0000      690.000      691.000      692.000
      88.0000      154.300      84.0000      886.000      887.000      888.000
      89.0000      141.400      84.0000      134.000      133.000      135.000
      90.0000      128.600      84.0000      169.000      170.000      168.000
      91.0000      115.700      84.0000      97.0000      96.0000      98.0000
      92.0000      102.900      84.0000      430.000      431.000      429.000
      93.0000      90.0000      84.0000      381.000      380.000      382.000
      94.0000      77.1000      84.0000      749.000      750.000      748.000
      95.0000      64.3000      84.0000      205.000      206.000      204.000
      96.0000      51.4000      84.0000      60.0000      61.0000      59.0000
      97.0000      38.6000      84.0000      865.000      864.000      866.000
      98.0000      25.7000      84.0000      822.000      821.000      823.000
      99.0000      12.9000      84.0000      935.000      936.000      934.000
      100.000      360.000      84.0000      949.000      950.000      948.000
      101.000      347.100      84.0000      184.000      185.000      183.000
      102.000      334.300      84.0000      423.000      422.000      424.000
      103.000      321.400      84.0000      829.000      828.000      830.000
      104.000      308.600      84.0000      879.000      880.000      878.000
      105.000      295.700      84.0000      309.000      308.000      310.000
      106.000      282.900      84.0000      774.000      773.000      772.000
      107.000      270.000      84.0000      487.000      486.000      488.000
      108.000      257.100      84.0000      279.000      280.000      278.000
      109.000      244.300      84.0000      221.000      220.000      219.000
      110.000      231.400      84.0000      705.000      706.000      704.000
      111.000      218.600      84.0000      604.000      603.000      605.000
      112.000      205.700      84.0000      502.000      501.000      503.000
      113.000      192.900      84.0000      191.000      192.000      190.000
